city/state,associated filename,expiration,section,language,category,impact,id,State,Negotiating_Contract
Louisville,Police Union Contract.txt,12/31/20,Article 17.2.I,"All complaints and PSU directed investigations begun after the effective date of this Agreement not involving criminal allegations shall be completed and forwarded to the Chief or his designee for review and disposition within one hundred and eighty (180) days of the complaint, initiation of the PSU investigation or a return of the case by the Chief or designee to PSU, whichever is later in time. In the event that Metro Government needs additional time to complete an investigation, prior to the expiration of the one hundred and eighty (180) days, Metro Government shall provide a written explanation to the Member and FOP setting forth the specific reasons for the need for additional time.",Disqualifies Complaints,"180 day limit on investigations (that don't allege criminal activity), can be extended if written explanation for delay is given",274,,
Louisville,Police Union Contract.txt,12/31/20,Article 17.2.H,The Professional Standards Unit (PSU) shall complete its investigation within a reasonable period of time of the Chief's directive or complaint.,Disqualifies Complaints,"Limits investigations to a ""reasonable period of time",275,,
Louisville,Police Union Contract.txt,12/31/20,Article 18.4.C,"Documents contained in supervisory files shall not be retained after one (1) year

from said documentation.",Erases misconduct records,Erases supervisory files after 1 year,276,,
Louisville,Police Union Contract.txt,12/31/20,18.4.C,Documents contained in supervisory files shall not be retained after one (1) year from said documentation.,Erases misconduct records,Erases supervisory files after 1 year,277,,
Louisville,Police Union Contract.txt,12/31/20,Article 17.2.B,"The forty-eight (48) hour written notice shall include a copy of the complaint. In the event a written complaint does not exist, the forty-eight (48) hour notice shall include other written information sufficient to advise the Member of the specific allegations of misconduct.",Gives officers unfair access to information,Gives officers access to the complaint prior to an interrogation,278,,
Louisville,Police Union Contract.txt,12/31/20,Article 17.2.E,"Upon request of the Member under investigation or his representative, the Member shall be provided a copy of the transcript of the recorded interrogation, if one has been made, and a copy of the recording. The Member shall provide the Professional Standards Unit (PSU) with an audiotape, or technological equivalent at his expense. A Member interviewed by the Public Integrity Unit shall be provided a copy of the transcript of the recorded interview and copies of their audio and video recordings.",Gives officers unfair access to information,Gives officers immediate access to the recorded interrogation,279,,
Louisville,Police Union Contract.txt,12/31/20,Article 17.3.D,"No previous discipline against a Member may be considered by Metro Government or the Chief as the basis for any subsequent discipline or an involuntary transfer except as follows:
i.               A previous written reprimand may be considered for one (l) year following the issuance of the reprimand.
ii.            A previous suspension of seventy-two (72) hours or less, or an involuntary transfer may be considered for three (3) years following the issuance of the suspension.
iii.          A previous suspension of over seventy-two (72) hours may be considered for five (5) years following the issuance of the suspension.",Limits Oversight / Discipline,Prevents consideration of past misconduct in deciding discipline,280,,
Louisville,Police Union Contract.txt,12/31/20,17.3.C,"If after reviewing the complaint investigation, the Chief concludes the Member is guilty of misconduct or violations of the rules, regulations or procedures, the Chief may impose disciplinary action from a verbal or written reprimand to suspension to demotion to dismissal by providing in writing to the Member with particularity, the reasons therefore. The disciplinary action taken should be determined by the seriousness of the misconduct and by the extent of the wrongdoing or injury to the victim. It shall also be commensurate with the circumstances surrounding the total incident and with the Member's service record and prior sustained complaints.",Limits Oversight / Discipline,No civilian discipline power,281,,
Louisville,Police Union Contract.txt,12/31/20,Article 17.2.N,"No police officer as a condition of continued employment by the local unit of government shall

be compelled to speak or testify or be questioned by any person or body of a nongovernmental

nature.",Limits Oversight / Discipline,Prevents officers from being compelled to testify in civilian non-governmental  forum or structure,282,,
Louisville,Police Union Contract.txt,12/31/20,Article 18.2,"To preserve confidentiality and protect the privacy of Members, access to a

Member's personnel records shall be restricted to the following:

i. Secretary/Examiner of the Merit Board.

n. Member who is the subject of the file or authorized representative.

111. Member's supervisor.

1v. Chief or Chiefs designee.

v. Director of Metro Government Human Resources or designee.

vi. Metro Government Mayor or designee.

vii. County Attorney or designee",Limits Oversight / Discipline,Prevents personnel files from being released to the public,283,,
Louisville,Police Union Contract.txt,12/31/20,Article 17.2.M,"When a police officer has been charged with a violation of departmental rules or regulations, no public statements shall be made concerning the alleged violation by any person or persons of the local unit of government or the police officer so charged, until final disposition of the charges.",Limits Oversight / Discipline,Prevents the identity of the officer or information about the investigation from being released to the public/media,284,,
Louisville,Police Union Contract.txt,12/31/20,Article 23.5,"Metro Government may refuse to pay a judgment or settlement in any action against a Member, or if Metro Government pays any claim or judgment against any Member pursuant to Section 2 of this Article, it may recover from such Member the amount of such payment and the costs to defend if:
L the Member acted or failed to act because of fraud, malice, or corruption; or
IL the action was outside the actual or apparent scope of his employment; or
111. the Member willfully failed or refused to assist the defense of the cause of action, including the failure to give notice to Metro Government pursuant to Section 4 of this Article; or 
1v. the Member compromised or settled the claim without the approval of Metro Government; or
v. the Member obtained private counsel without the consent of the Jefferson County Attorney's office, in which case, Metro Government may also refuse to pay any legal fees incurred by the Member.",Requires City Pay for Misconduct,City pays costs of misconduct settlements unless the officer violates scope of employment or otherwise acts negligently,285,,
Louisville,Police Union Contract.txt,12/31/20,Article 17.2.A(2),"No Member shall be subjected to interrogation in a departmental matter involving alleged misconduct on his or her part, until forty-eight (48) hours have expired from the time the request for interrogation is made to the accused officer, in writing. The interrogation shall be conducted while the officer is on duty. The police officer may be required to submit a written report of the alleged incident if the request is made by the department no later than the subject officer's next tour of duty after the tour of duty during which the department initially was made aware of the charges. A Member required to submit a written report shall be informed in writing of the nature of the alleged misconduct or rule violations.",Restricts/Delays Interrogations,48 hour delay,286,,
Louisville,Police Union Contract.txt,12/31/20,Article 17.2.K,"No threats, promises, or coercions shall be used at any time against any police officer while he or she is a suspect in a criminal or departmental matter. Suspension from duty with or without pay, or reassignment to other than an officer's regular duties during the period shall not be deemed coercion. Prior to or within twenty-four (24) hours after suspending the officer pending investigation or disposition of a complaint, the officer shall be advised in writing of the reasons for the suspension.",Restricts/Delays Interrogations,Limits the type of language and incentives used during interrogation,287,,
Louisville,Police Union Contract.txt,12/31/20,Article 17.5.C,"Only the Member, Public Integrity Unit detective and / or his supervisor and Member's counsel shall be present during the Member's interview. Members shall not be required to provide a statement concerning the use of deadly force during a criminal investigation with Professional Standards Unit detectives present.",Restricts/Delays Interrogations,Limits the number and types of interrogators in cases of police killings,288,,
Madison,non-supervisors.txt,12/31/15,17.B,"For intentional torts the Employer agrees to pay up to $5,000 each person and $25,000 each incident for compensatory damages which an employee may become legally obligated to pay because of personal injury, bodily injury and/ or property damage committed within the scope of his/her employment, for which such employee may be held liable to the party injured in an action at law, suit inequity, or other property proceeding for redress. Personal injury shall be defined as false arrest, erroneous services of civil papers, false imprisonment, malicious prosecution, assault and battery, libel, slander, defamation of character, violation of property rights or deprivation of any rights, privileges or immunities secured by the Constitution and laws of the United States of America. Bodily injury shall be defined as bodily injury, sickness or disease sustained by any person or persons accidentally caused by an act of an employee. Property damage shall be defined as damage to or destruction of property including loss of use thereof. In cases involving judgments in excess of the above mentioned limits, employees may seek further relief according to the provisions set forth in City Ordinance Sec. 3.41.",Requires City Pay for Misconduct,City pays up to $5k for individual and $25k per case for misconduct settlements,289,,
Madison,non-supervisors.txt,12/31/15,17.A.2,"In the event an action or special proceeding is prosecuted by a third party before the Police and Fire Commission, the City agrees to pay reasonable attorneys' fees provided the employee is found by the Police and Fire Commission to have acted within the scope of his/her employment and the employee is exonerated by the Police and Fire Commission of all charges or the charges are otherwise dismissed or withdrawn.",Requires City Pay for Misconduct,City pays full cost of legal defense unless officer found to have acted outside scope of employment,290,,
Madison,supervisors.txt,12/31/15,17.A.1,"In the event an employee is proceeded against or is the defendant in an action or special proceeding in his/her official capacity, or arising out of his/her employment by the City, the City agrees to pay all reasonable attorney's fees required by the provisions of Sec. 62.115, 895.46 and/or 895.35 of the Wisconsin Statutes governing the obligations by the City to such employee, except in the event the action or special proceeding is brought by the City against the employee, and provided, however, in any event, the City Attorney shall determine whether legal counsel shall be furnished to such employee by the City Attorney or his/her designee.",Requires City Pay for Misconduct,City pays full cost of legal defense,291,,
Madison,non-supervisors.txt,12/31/15,17.A.1,"In the event an employee is proceeded against or is the defendant in an action or special proceeding in his/her official capacity, or arising out of his/her employment by the City, the City agrees to pay all reasonable attorney's fees required by the provisions of Sec. 62.115, 895.46 and/or 895.35 of the Wisconsin Statutes governing the obligations by the City to such employee, except in the event the action or special proceeding is brought by the City against the employee, and provided, however, in any event, the City Attorney shall determine whether legal counsel shall be furnished to such employee by the City Attorney or his/her designee.",Requires City Pay for Misconduct,City pays full cost of legal defense,291,,
Maryland Police Bill of Rights,,None,3-104(c)(1),"(c) (1) A complaint against a law enforcement officer that alleges brutality in the execution of the law enforcement officers duties may not be investigated unless the complaint is SIGNED AND sworn to, UNDER PENALTY OF PERJURY, by:

(i) the aggrieved individual;

(ii) a member of the aggrieved individuals immediate family;

(iii) an individual with firsthand knowledge obtained because the individual:

1. was present at and observed the alleged incident; OR

2. HAS A VIDEO RECORDING OF THE INCIDENT THAT, TO THE BEST OF THE INDIVIDUALS KNOWLEDGE, IS UNALTERED; or

 (iv) the parent or guardian of the minor child, if the alleged incident involves a minor child.",Disqualifies Complaints,"Disqualifies complaints unless they are submitted by someone involved in the incident, their family member, someone who was present during the incident or who has video footage of the incident.",292,Maryland,
Maryland Police Bill of Rights,,None,3-110(e)(2),"Law enforcement officer does not include: an officer who is in probationary status on initial entry into the law enforcement agency
except if an allegation of brutality in the execution of the officer's duties is made;",Limits Oversight / Discipline,Applies protections of the law enforcement officer bill of rights to officers on probationary status in cases where police brutality is alleged.,809,Maryland,
Maryland Police Bill of Rights,,None,3-104(c)(2),"Unless a complaint is filed within 366 days after the alleged brutality, an investigation that may lead to disciplinary action under this subtitle for brutality may not be initiated and an action may not be taken.",Disqualifies Complaints,1 year statute of limitations on submitting complaints or no discipline can result,293,Maryland,
Maryland Police Bill of Rights,,None,3-110,"(a) In general.- On written request, a law enforcement officer may have expunged from any file the record of a formal complaint made against the law enforcement officer if: (1) (i) the law enforcement agency that investigated the complaint: 1. exonerated the law enforcement officer of all charges in the complaint; or 2. determined that the charges were unsustained or unfounded; or (ii) a hearing board acquitted the law enforcement officer, dismissed the action, or made a finding of not guilty; and (2) at least 3 years have passed since the final disposition by the law enforcement agency or hearing board.",Erases misconduct records,Erases exonerated or old records,294,Maryland,
Maryland Police Bill of Rights,,None,3-110(b),"Admissibility of formal complaint.- Evidence of a formal complaint against a law enforcement officer is not admissible in an administrative or judicial proceeding if the complaint resulted in an outcome listed in subsection (a)(1) of this section. (complaints that are exonerated, unfounded, or unsustained)",Limits Oversight / Discipline,Formal complaints which have been exonerated are inadmissible in court or administrative proceedings that determine discipline,295,Maryland,
Maryland Police Bill of Rights,,None,3-104(j)(2),"(2) (i) The interrogation shall be suspended for a period not exceeding 5 BUSINESS days until representation is obtained.

(ii) Within that 5 BUSINESS DAY period, the chief for good cause shown may extend the period for obtaining representation.",Restricts/Delays Interrogations,5 business day delay,296,Maryland,
Maryland Police Bill of Rights,,None,3-104(h)(1),All questions directed to the law enforcement officer under interrogation shall be asked by and through one interrogating officer during any one session of interrogation consistent with paragraph (2) of this subsection.,Restricts/Delays Interrogations,Limits the number of interrogators to one,297,Maryland,
Maryland Police Bill of Rights,,None,3-104(h)(2),Each session of interrogation shall: (i) be for a reasonable period; and (ii) allow for personal necessities and rest periods as reasonably necessary.,Restricts/Delays Interrogations,"Limits interrogations to 'reasonable amount of time', gives officers breaks that are not given to civilians",298,Maryland,
Maryland Police Bill of Rights,,None,3-104(k)(1-3),"(k) Record of interrogation.-
(1) A complete record shall be kept of the entire interrogation, including all recess
periods, of the law enforcement officer.
(2) The record may be written, taped, or transcribed.
(3) On completion of the investigation, and on request of the law enforcement
officer under investigation or the law enforcement officer's counsel or
representative, a copy of the record of the interrogation shall be made available
at least 10 days before a hearing.",Gives officers unfair access to information,Gives officers access to the recorded interrogation,800,Maryland,
Memphis,Police Union Contract.txt,6/30/13,14,Disciplinary resumes will contain sustained departmental charges only.,Erases misconduct records,Erases unsustained violations,299,,
Memphis,Police Union Contract.txt,6/30/13,15.3.8,"An employee will be given an exact copy of any written statement he may execute, or if the questioning is mechanically or stenographically recorded, the employee will be given a copy of such recording and/or transcript immediately upon request by him/her. If there is any discrepancy between the recorded and transcribed versions of the statement, then the employee shall be afforded the opportunity to listen to his/her recorded statement to correct transcription errors prior to signing. During the course of the investigation, the employee will not show his/her statement to any other employee. Copies of statements will not be used in any way to compromise the ongoing investigation.",Gives officers unfair access to information,Gives officers immediate access to the recorded interrogation,300,,
Memphis,Police Union Contract.txt,6/30/13,15.6,"Before Internal Affairs interviews an employee as a direct result of a complaint by a citizen, whose identity is known, that citizen will be required to sign a sworn affidavit ... and a copy will be provided to the employee at the time of the interview for the employee's review.",Gives officers unfair access to information,Gives officers access to the names of complainants and nature of complaint before interrogation,301,,
Memphis,Police Union Contract.txt,6/30/13,12.4,"If the grievance is not resolved in Step #4, the matter will be submitted to binding arbitration. Within fifteen (15) calendar days of receipt of the answer of the Director of Police Services, the Association will notify the Director of Police Services and the City Director of Human Resources of its desire to submit the matter to binding arbitration.",Limits Oversight / Discipline,Allows officers to overturn discipline through binding arbitration,302,,
Memphis,Police Union Contract.txt,6/30/13,15.3.6,"The employee will not be subjected to any offensive language, coercion or promise of reward as an inducement to answer questions.",Restricts/Delays Interrogations,Limits the type of language and incentives used during interrogation,303,,
Memphis,Police Union Contract.txt,6/30/13,15.3.5,"The interview will be completed as soon as possible. Reasonable time will be provided for the personal necessities, meals, telephone calls and rest periods when the employee desires them.",Restricts/Delays Interrogations,"Limits interrogations to be completed 'as soon as possible,' gives officers breaks civilians don't get",304,,
Mesa,Police Union Contract.txt,6/30/17,2.Rights of Unit Members,"Any documented performance or discipline resulting in written or verbal counseling, or written verbal reprimand, older than three years shall not be considered when determining transfers, assignments or promotions.",Limits Oversight / Discipline,Any discipline that took place more than 3 years ago is not accounted for when being promoted or transferred.,305,,
Miami,,9/30/14,8.3,"Records retained by Internal Affairs shall be destroyed after a period of five years beyond either the bargaining unit member's termination date, retirement date or unless otherwise directed by state law.",Erases misconduct records,Erases records after officer no longer employed for 5 years,306,,
Miami,,9/30/14,8.1.D,"All identifiable witnesses shall be interviewed, whenever possible, prior to the beginning of the investigative interview of the accused officer. The complaint, all witness statements, including all other existing subject officer statements, and all other existing evidence must be provided to each officer who is the subject of the complaint before ethe beginning of any investigative interview.",Gives officers unfair access to information,Gives officers access to all evidence prior to an interrogation,307,,
Miami,,9/30/14,6.6,"Only a bargaining unit member who has permanent Civil Service status as a sworn Police Officer in the Miami Police Department may appeal a suspension, demotion, or dismissal through the grievance procedure contained in this Agreement or in accordance with the appeal procedure of the Civil Service Rules, but not both. Such grievances shall be filed at Step 3 within the time limits set forth in Step 1.",Limits Oversight / Discipline,Allows officers to overturn discipline through binding arbitration,308,,
Miami,,9/30/14,8.1.G,"The entire interrogation or interview of a law enforcement officer, including the times of all recess periods, shall be recorded, and there shall be no unrecorded questions or statements. A copy of the recorded interrogation or interview shall be provided upon request within 72 hours following the interrogation or interview.",Gives officers unfair access to information,Gives officers immediate access to the recorded interrogation,309,,
Miami,,9/30/14,12.1,"All sworn bargaining unit members, prior to the final determination of a monetary fine, forfeiture of time and/or suspension in excess of two tours of duty, demotion or discmissal shall, upon written request of the accused, if submitted within 10 working days, be afforded a review of the recommended action by  board composed of 5 members of the Departmeent, 2 members selected by the Department Head and 3 members selected by the bargaining unit member from a standing list. (advisory on-binding recommendation nsof discipline to the chief).",Limits Oversight / Discipline,No civilian discipline power,310,,
Miami,,9/30/14,14.1,"It shall be the sole right of the Chief of Police to transfer bargaining unit members, in specialized units for disciplinary reasons provided however, that the bargaining unit member may appeal such a transfer under the grievance procedure set forth in Article 6 of this agreement.",Limits Oversight / Discipline,Limits civilian discipline power,311,,
Miami,,9/30/14,8.1.H,"The bargaining unit member's interrogation will take place after all other witness statements have been taken, unless a situation occurs such as: 1) after documented and concerted efforts to locate said witness a witness is thought to be permanently unavailable, 2) The necessity for taking other witness statements becomes apparent after the interrogation of the bargaining unit member who is the subject of the investigation, or 3) A supervisor in the normal course of case review makes a determination that the case must be returned to the investigator for additional witness interviews. Should this ocur, the bargaining unit member who is the subject of the interrogation shall have the opportunity to present rebuttal evidence.",Restricts/Delays Interrogations,Delays interrogation until all witnesses have been interviewed,312,,
Miami,,9/30/14,8.1.C,"All questions directed to the officer under interrogation shall be asked by or through one interrogators during any one investigative interrogation, unless specifically waived by the officer under investigation.",Restricts/Delays Interrogations,Limits the number of interrogators to one,313,,
Miami,,9/30/14,8.1.E,Interrogating sessions shall be for reasonable periods and shall be timed to allow for such ersonal necessities and rest periods as are reasonably necessary.,Restricts/Delays Interrogations,Limits interrogations to 'reasonable periods',314,,
Miami,,9/30/14,8.1.F,"The bargaining unit member under investigation may not be subjected to abusive or offensive language or be threatened with transfer, dismissal or other disciplinary actions. No promise, or reward or threat of action shall be made as an inducement to answering any question.",Restricts/Delays Interrogations,Limits the type of language and incentives used during interrogation,315,,
Milwaukee,Police Union Contract.txt,12/31/12,Appendix J,"In addition, the member shall also be served with a notice informing them of their option to substitute discretionary time in place of any or all suspension days. Suspensions exceeding five days shall not be eligible for substitution",Requires City Pay for Misconduct,Allows officers to use discretionary time to pay themselves while on unpaid suspension,316,,
Milwaukee,Police Union Contract.txt,12/31/12,Article 7.I.2,"Grievances over discipline shall be initiated at the level of the Grievance Procedure immediately above the level of the chain of command at which the discipline was administered, except that in cases of discipline administered by the Chief of Police the grievance shall be initiated at step 2 of the Grievance Procedure and be reviewed by the Chief of Police.",Limits Oversight / Discipline,Allows officers to overturn discipline through binding arbitration,317,,
Milwaukee,Police Union Contract.txt,12/31/12,Article 71,"If an employee is required to submit to interrogation by the employer concerning an allegation of misconduct and such interrogation could lead to discipline, demotion or discharge, the interrogation shall be conducted on working days as defined in 227.01(14), Stats. between the hours of 6:00AM and 9:00PM. This provision shall apply only to interrogations that are compelled by a PI-21, and that: 1) are not related to an incident involving death or great bodily harm as defined by statute, or 2) are not related to an incident where exigent circumstances, as determined by the Chief of Police, require immediate interrogations. If an interrogation not meeting either criterion 1) or criterion 2), above, begins before 9:00PM and is not concluded by 9:00PM, the employer shall have the discretion to continue such interrogation beyond 9:00PM.",Restricts/Delays Interrogations,"Limits interrogations to work hours, except in exigent circumstances or cases of police deadly force",318,,
Minneapolis,,12/31/19,12.01,Investigations into an employee's conduct which do not result in the imposition of discipline shall not be entered into the employee's official personnel file maintained in the Police Department and/or the City's Human Resources Department.,Erases misconduct records,Erases exonerated/unsubstantiated violations,319,,
Minneapolis,,12/31/19,11.02,"The decision and award of the arbitrator shall be final and binding upon the City, the Federation and the employee(s) affected.",Limits Oversight / Discipline,Allows officers to overturn discipline through binding arbitration,321,,
Minneapolis,,12/31/19,26.01.1,"Critical Incident - Involved Officers: Involved Officers, as defined below, shall be placed on a mandatory paid administrative leave for
a minimum of three calendar days. The duration of the leave shall be as specified in 26.02.",Requires City Pay for Misconduct,3-7 days paid leave for officers involved in police killing,322,,
Minneapolis,,12/31/19,26.01.2,"Critical Incident - Witness Officers: A Witness Officer, as defined below, may request to be placed on paid administrative leave for
up to three calendar days following the Critical Incident. The decision to grant the request shall be made
at the sole discretion of the Chief. The duration of the administrative leave for a Witness Officer shall
be as specified in Section 26.02.",Requires City Pay for Misconduct,up to 3 days paid leave for officers who witness a police killing,589,,
Minneapolis,,12/31/19,26.02.1,"The duration of administrative leave for an Involved Officer shall be not less than three calendar
days. The leave may extend to a maximum of seven calendar days following the critical incident at the
discretion of the Chief. The leave may be extended beyond seven days if requested by the Involved
Officer and approved by the Chief. The duration of administrative leave for a Witness Officer shall not
exceed three calendar days. The leave may be extended beyond three days if requested by the Witness
Officer and approved by the Chief.",Requires City Pay for Misconduct,3-7 days paid leave for officers involved in police killing,323,,
Minneapolis,,12/31/19,26.01.4,"The Chief or his/her designee, at his/her sole discretion, may place an employee on a paid
administrative leave of absence or limited duty status pending the investigation of allegations of severe
misconduct. The Chief shall speak with a representative of the Federation regarding the basis for the
decision, if practical, prior to placing an employee on administrative leave but in no event more than
three (3) days after the placement of an employee on administrative leave or limited duty status. With
regard to allegations that are under investigation by or at the direction of the MPD, the Chief shall cause
the allegations to be investigated as promptly as possible without compromising the thoroughness and
impartiality of the investigation. Once the investigation is concluded, the Chief will promptly make a
decision as to whether discipline is to be imposed, and if so the level of discipline, and notify the
employee.",Requires City Pay for Misconduct,Allows paid leave for officers involved in any alleged misconduct,324,,
Minneapolis,,12/31/19,26.01.5,"Each day of the initial period of administrative leave (up to seven days for an Involved Officer
(Critical Incident); and up to three days for a Witness Officer (Critical Incident) or an officer
experiencing a Traumatic Incident) shall be considered a fully paid regularly scheduled ""work day.â€ť
The officer's schedule may be adjusted in order to avoid, to the extent possible, the administrative leave
from creating an overtime obligation for excess hours in a payroll period. If the leave is extended
beyond seven days (three days for a Witness Officer or an officer experiencing a Traumatic Incident),
the period of the additional paid leave shall be scheduled such that the officer receives his/her regular
pay, but no overtime pay. ",Requires City Pay for Misconduct,3-7 days paid leave for officers involved in police killing,325,,
Minneapolis,,12/31/19,9.01,"The City shall provide legal counsel to defend any employee against any action or claim for damages, including punitive damages.",Requires City Pay for Misconduct,City pays full cost of legal defense,326,,
Minneapolis,,12/31/19,26.02.2,"The duration of the administrative leave leave or limited duty status, and any restrictions on the
ability of the employee to work off-duty or overtime relating thereto, shall be at the discretion of the
Chief for the first thirty (30) days. Thereafter, the duration of the administrative leave or limited duty
status and any restrictions relating thereto shall be subject to the provisions of this Section. After the
initial 30-day period, the Federation may request (not more frequently than once every two weeks) that
the Chief provide an update on the status of the investigation and/or review the duty status and the
restrictions on the employee. After the initial 30-day period, the duration of the administrative leave or
limited duty status shall depend on whether there is sufficient reliable evidence to support a preliminary
conclusion that an allegation of severe misconduct may be sustained. If there is such evidence, the
administrative leave or limited duty status shall continue at the discretion of the Chief. If there is not
such evidence, the administrative leave or limited duty status shall end and the employee shall return to
work in accordance with the provisions of Section 26.04, Subd. 2. If, after the initial 30 days, the parties
do not agree as to whether the allegation is of severe misconduct or whether there is sufficient reliable
evidence to support a preliminary conclusion that the allegation may be sustained; the Federation may
request that the dispute be resolved pursuant to the dispute resolution process set forth in the
Memorandum of Agreement attached hereto as Attachment G",Requires City Pay for Misconduct,paid leave for officers involved can last up to 30 days,327,,
Minneapolis,,12/31/19,26.05.3,"Witness and Involved Officers are entitled to consult with their legal counsel during the pendency of the critical incident investigation, up to and including any grand jury proceedings. Such reasonable necessary meeting or meeting shall be considered on-duty time and the fees of the legal counsel may be eligible to be paid by the City.",Requires City Pay for Misconduct,City pays full cost of legal defense,328,,
Minneapolis,,12/31/19,12.04.a,"Except where impractical due to the immediacy of the investigation, the summary shall be provided to the employee not less than two days prior to the taking of his/her statement.",Restricts/Delays Interrogations,48 hour delay,329,,
Minneapolis,,12/31/19,26.05.2,"Following Critical Incident, neither witness officers nor involved officers shall voluntarily talk to or be asked to voluntarily talk to anyone about the incident, except to: 1) provide details to enable the primary responders or investigators to secure the scene; 2) facilitate the commencement of the investigation; 3) apprehend suspects; 4) allow for officer or civilian safety at the scnee; or 5) consult with legal counsel",Restricts/Delays Interrogations,Limits the type of questions that can be asked,330,,
Minnesota Police Bill of Rights,Minnesota Police Bill of Rights.txt,None,626.89.Subd 8,"A complete record of sessions at which a formal statement is taken must be made by electronic recording or otherwise. Upon written request of the officer whose statement is taken, a complete copy or transcript must be made available to the officer without charge or undue delay. The session may be tape recorded by the investigating officer and by the officer under investigation",Gives officers unfair access to information,Gives officers immediate access to the recorded interrogation,331,Minnesota,
Minnesota Police Bill of Rights,Minnesota Police Bill of Rights.txt,None,626.89.Subd 17,"A civilian review board, commission, or other oversight body shall not have the authority to make a finding of fact or determination regarding a complaint against an officer or impose discipline on an officer.",Limits Oversight / Discipline,No civilian discipline power,332,Minnesota,
Minnesota Police Bill of Rights,Minnesota Police Bill of Rights.txt,None,626.89.Subd 12,"No law enforcement agency or governmental unit may publicly release photographs of an officer without the written permission of the officer, except that the agency or unit may display a photograph of an officer to a prospective witness as part of an agency or unit investigation, and the agency or unit may provide a photograph of an officer to the civilian police review authority for it to display to a prospective witness as part of the authority's investigation.",Limits Oversight / Discipline,Prevents the identity of the officer from being released to the public/media,333,Minnesota,
Minnesota Police Bill of Rights,Minnesota Police Bill of Rights.txt,None,626.89.Subd 7,"Sessions at which a formal statement is taken must be of reasonable duration and must give the officer reasonable periods for rest and personal necessities. When

practicable, sessions must be held during the officer's regularly scheduled work shift. If the session is not held during the officer's regularly scheduled work shift, the officer must be paid by the employing agency at the officer's current compensation rate for time spent attending the session.",Restricts/Delays Interrogations,"Limits interrogations to 'reasonable amount of time,' gives officers breaks that are not given to civilians, limits interrogations to when the officer is on duty, pays officers for interrogation time",334,Minnesota,
Nevada Police Bill of Rights,Nevada Police Bill of Rights.txt,None,NRS289.080.7,"The peace officer, any representative of the peace officer or the law enforcement agency may make a stenographic, digital or magnetic record of the interview, interrogation or hearing. If the agency records the proceedings, the agency shall at the peace officer's request and expense provide a copy of the:

a) Stenographic transcript of the proceedings; or

b) Recording on the digital or magnetic tape.",Gives officers unfair access to information,Gives officers immediate access to the recorded interrogation,335,Nevada,
Nevada Police Bill of Rights,Nevada Police Bill of Rights.txt,None,NRS289.025.2,The photograph of a peace officer may be released: if the officer authorizes the release; or if the peace officer has been arrested,Limits Oversight / Discipline,Prevents the identity of the officer from being released to the public/media unless officer is arrested or gives permission,336,Nevada,
Nevada Police Bill of Rights,Nevada Police Bill of Rights.txt,None,NRS289.057,"An investigation of a peace officer may be conducted in response to a complaint or allegation that the peace officer has engaged in activities which could result in punitive action. Except as otherwise provided in a collective bargaining agreement, a law enforcement agency shall not suspend a peace officer without pay during or pursuant to an investigation conducted pursuant to this section until all investigations relating to the matter have concluded",Requires City Pay for Misconduct,Officers cannot be suspended without pay during an investigation,337,Nevada,
Nevada Police Bill of Rights,Nevada Police Bill of Rights.txt,None,NRS289.060.A,"The law enforcement agency shall interview or interrogate the peace office during the peace officer's regular working hours, if reasonably practicable, or revise the peace officer's work schedule to allow any time that is required for the interview or interrogation to be deemed a part of the peace officer's regular working hours. Any such time must be calculated based on the peace officer's regular wages for his or her regularly scheduled working hours. If the peace officer is not interviewed or interrogated during his or her regular working hourse or if his or her work schedule is not revised pursuant to this paragraph and the law enforcement agency notifies the peace officer to appear at a time when he or she is off duty, the peace officer must be compensated for appearing at the interview or interrogation based on the wages and any other benefits the peace officer is entitled to receive for appearing at the time set force in the notice.",Requires City Pay for Misconduct,City pays officers while being interrogated,338,Nevada,
Nevada Police Bill of Rights,Nevada Police Bill of Rights.txt,None,NRS 289.060.1,"Except as otherwise provided in this subsection, a law enforcement agency shall, not later than 48 hours before any interrogation or hearing is held relating to an investigation conducted pursuant to NRS 289.057, provide a written notice to the peace officer who is the subject of the investigation. If the law enforcement agency believes that any other peace officer has any knowledge of any fact relating to the complaint or allegation against the peace officer who is the subject of the investigation, the law enforcement agency shall provide a written notice to the peace officer advising the peace officer that he or she must appear and be interviewed as a witness in connection with the investigation. Any peace officer who serves as a witness during an interview must be allowed a reasonable opportunity to arrange for the presence and assistance of a representative authorized by NRS 289.080. Any peace officer specified in this subsection may waive the notice required pursuant to this section.

      2.__The notice provided to the peace officer who is the subject of the investigation must include:

      (a)_A description of the nature of the investigation;

      (b)_A summary of alleged misconduct of the peace officer;

      (c)_The date, time and place of the interrogation or hearing;

      (d)_The name and rank of the officer in charge of the investigation and the officers who will conduct any interrogation or hearing;

      (e)_The name of any other person who will be present at any interrogation or hearing; and

      (f)_A statement setting forth the provisions of subsection 1 of NRS 289.080.",Restricts/Delays Interrogations,48 hour delay,339,Nevada,
Nevada Police Bill of Rights,Nevada Police Bill of Rights.txt,None,NRS289.060.D,"The law enforcement agency shall allow the peace officer who is the subject of the investigation or who is a witness in the investigation to explain an answer or refute a negative implication which results from questioning during an interview, interrogation, or hearing.",Restricts/Delays Interrogations,Gives officers the right to explain an answer or deny an accusation at any time during interrogation,340,Nevada,
